batch_id,crop,farmer,location,quantity_kg,temperature,humidity,quality_grade,transport_distance_km,delay_hours,quality_score
RICE-00951,Maize,F182,Kothapeta,1488,37.74,49.05,A,91,37.5,38.1
RICE-00952,Wheat,F022,Rajahmundry,3776,27.1,54.52,B,257,28.1,89.7
RICE-00953,Maize,F140,Kothapeta,2587,43.98,54.59,B,275,45.1,60.7
RICE-00954,Chilli,F291,Amalapuram,3169,42.17,50.03,A,279,49.6,44.1
RICE-00955,Wheat,F120,Rajahmundry,4741,43.46,78.53,A,98,54.4,55.4
RICE-00956,Maize,F159,Konaseema,2844,36.44,89.22,A,49,13.3,66.9
RICE-00957,Wheat,F160,Kothapeta,3803,26.99,60.24,B,67,5.4,76.9
RICE-00958,Chilli,F198,Kothapeta,940,15.82,51.8,B,48,13.4,69.1
RICE-00959,Maize,F056,Kothapeta,1468,28.79,42.63,B,286,5.7,64.0
RICE-00960,Rice,F252,Rajahmundry,4760,36.72,62.56,A,266,18.8,51.9
RICE-00961,Maize,F296,Kothapeta,4368,34.88,61.84,A,245,15.2,59.8
RICE-00962,Chilli,F043,Rajahmundry,3455,36.15,58.49,A,221,11.4,76.2
RICE-00963,Rice,F245,Konaseema,2201,21.9,67.21,A,109,8.1,79.0
RICE-00964,Chilli,F245,Razole,1399,31.56,68.95,B,147,3.1,68.1
RICE-00965,Wheat,F222,Kothapeta,4332,42.24,68.23,A,254,36.2,53.1
RICE-00966,Wheat,F111,Amalapuram,4033,28.12,61.84,A,246,0.3,73.5
RICE-00967,Maize,F141,Amalapuram,1587,42.72,53.98,A,160,57.9,55.3
RICE-00968,Chilli,F251,Razole,3154,41.23,71.66,A,252,56.8,57.8
RICE-00969,Rice,F046,Razole,3283,23.62,65.13,B,110,26.9,90.4
RICE-00970,Maize,F248,Razole,2648,31.49,73.88,A,129,3.1,83.0
RICE-00971,Maize,F276,Konaseema,4670,31.0,72.9,C,253,6.6,59.0
RICE-00972,Maize,F204,Kothapeta,1058,28.38,50.78,B,119,16.2,78.6
RICE-00973,Maize,F103,Rajahmundry,1660,20.25,50.66,B,228,11.3,61.5
RICE-00974,Rice,F168,Konaseema,927,25.44,57.44,B,141,2.0,78.4
RICE-00975,Rice,F015,Kothapeta,3618,23.27,54.44,B,96,15.9,68.8
RICE-00976,Rice,F279,Kothapeta,3398,39.45,72.55,B,73,26.6,56.1
RICE-00977,Wheat,F103,Rajahmundry,4942,32.89,68.51,A,185,31.1,59.9
RICE-00978,Maize,F018,Amalapuram,2940,41.3,75.99,A,149,50.2,67.0
RICE-00979,Wheat,F238,Kothapeta,1177,23.22,68.96,A,117,23.7,88.6
RICE-00980,Wheat,F197,Razole,2528,13.3,67.09,A,225,0.7,93.6
RICE-00981,Wheat,F187,Konaseema,897,18.17,77.0,A,10,1.7,68.5
RICE-00982,Wheat,F017,Rajahmundry,3519,34.11,69.7,B,36,19.2,80.3
RICE-00983,Wheat,F225,Rajahmundry,3533,36.04,65.68,A,288,46.3,60.5
RICE-00984,Wheat,F191,Razole,4359,23.25,79.8,A,202,2.4,100.0
RICE-00985,Wheat,F238,Razole,2028,35.21,66.15,B,169,12.2,57.8
RICE-00986,Wheat,F248,Razole,1895,38.35,61.96,A,14,40.0,65.2
RICE-00987,Maize,F064,Razole,820,38.33,56.62,B,183,44.4,64.2
RICE-00988,Rice,F063,Rajahmundry,2368,25.53,72.03,A,136,20.4,75.9
RICE-00989,Chilli,F277,Kothapeta,2638,36.5,77.37,B,183,56.6,32.3
RICE-00990,Maize,F159,Kothapeta,3895,28.14,64.49,B,21,9.5,71.3
RICE-00991,Wheat,F131,Razole,3891,35.0,78.08,A,169,0.7,38.5
RICE-00992,Rice,F086,Konaseema,1131,38.58,45.3,A,177,59.2,32.8
RICE-00993,Maize,F192,Rajahmundry,1783,30.63,64.45,A,94,29.6,92.1
RICE-00994,Wheat,F226,Razole,2801,32.85,64.6,A,25,12.7,66.3
RICE-00995,Wheat,F001,Razole,2007,21.15,57.73,A,291,2.0,72.9
RICE-00996,Wheat,F166,Amalapuram,614,30.77,88.84,C,215,8.9,93.9
RICE-00997,Maize,F298,Amalapuram,4305,25.53,64.34,A,190,4.0,53.7
RICE-00998,Chilli,F084,Kothapeta,3790,14.42,60.92,B,232,1.9,60.2
RICE-00999,Wheat,F084,Razole,2840,16.36,65.26,A,204,25.6,76.6
